chromosome,genomic_accession,start,end,strand,class,locus_tag,,name,GeneID
chrX,NC_000023.11,9967358,9968352,+,protein_coding,,CLDN34,claudin 34,100288814
chrX,NC_000023.11,10015254,10144474,+,protein_coding,,WWC3,WWC family member 3,55841
chrX,NC_000023.11,10156975,10237660,+,protein_coding,,CLCN4,chloride voltage-gated channel 4,1183
chrX,NC_000023.11,10445310,10833683,-,protein_coding,,MID1,midline 1,4281
chrX,NC_000023.11,10582817,10582919,+,pseudogene,,RNU6-800P,"RNA, U6 small nuclear 800, pseudogene",106481433
chrX,NC_000023.11,10619701,10622924,+,lncRNA,,LOC124905245,uncharacterized LOC124905245,124905245
chrX,NC_000023.11,10847543,11111138,-,lncRNA,,HCCS-DT,HCCS divergent transcript,121847985
chrX,NC_000023.11,10900966,10929484,+,lncRNA,,LOC124905244,uncharacterized LOC124905244,124905244
chrX,NC_000023.11,10949805,10964704,+,lncRNA,,LOC124905243,uncharacterized LOC124905243,124905243
chrX,NC_000023.11,11111332,11123086,+,protein_coding,,HCCS,holocytochrome c synthase,3052
chrX,NC_000023.11,11137544,11665920,-,protein_coding,,ARHGAP6,Rho GTPase activating protein 6,395
chrX,NC_000023.11,11221348,11225731,+,pseudogene,,FAM9CP1,FAM9C pseudogene 1,123464508
chrX,NC_000023.11,11293413,11309588,+,protein_coding,,AMELX,amelogenin X-linked,265
chrX,NC_000023.11,11318614,11318686,-,miRNA,,MIR548AX,microRNA 548ax,100847063
chrX,NC_000023.11,11334036,11335999,-,pseudogene,,GOT2P7,GOT2 pseudogene 7,100422628
chrX,NC_000023.11,11417215,11433890,+,lncRNA,,LOC124905246,uncharacterized LOC124905246,124905246
chrX,NC_000023.11,11704246,11705613,-,pseudogene,,LIMK2P1,LIMK2 pseudogene 1,139952
chrX,NC_000023.11,11732689,11735353,+,lncRNA,,LOC105373131,uncharacterized LOC105373131,105373131
chrX,NC_000023.11,11750453,11758083,-,lncRNA,,MSL3-DT,MSL3 divergent transcript,124905247
chrX,NC_000023.11,11758159,11775772,+,protein_coding,,MSL3,MSL complex subunit 3,10943
chrX,NC_000023.11,11822439,12724523,+,protein_coding,,FRMPD4,FERM and PDZ domain containing 4,9758
chrX,NC_000023.11,12371592,12375370,-,lncRNA,,FRMPD4-AS1,FRMPD4 antisense RNA 1,100874121
chrX,NC_000023.11,12395821,12396028,-,pseudogene,,RPL17P49,ribosomal protein L17 pseudogene 49,100271388
chrX,NC_000023.11,12614003,12614197,-,pseudogene,,RN7SKP290,RN7SK pseudogene 290,106480480
chrX,NC_000023.11,12791412,12824222,+,protein_coding,,PRPS2,phosphoribosyl pyrophosphate synthetase 2,5634
chrX,NC_000023.11,12825811,12826996,+,pseudogene,,PSMA6P2,proteasome subunit alpha 6 pseudogene 2,729412
chrX,NC_000023.11,12844917,12845433,-,pseudogene,,MRPL35P4,mitochondrial ribosomal protein L35 pseudogene 4,359745
chrX,NC_000023.11,12867072,12890361,+,protein_coding,,TLR7,toll like receptor 7,51284
chrX,NC_000023.11,12902817,12943300,-,lncRNA,,TLR8-AS1,TLR8 antisense RNA 1,349408
chrX,NC_000023.11,12906620,12923169,+,protein_coding,,TLR8,toll like receptor 8,51311
chrX,NC_000023.11,12975110,12977223,+,protein_coding,,TMSB4X,thymosin beta 4 X-linked,7114
chrX,NC_000023.11,13035617,13044620,-,protein_coding,,FAM9C,family with sequence similarity 9 member C,171484
chrX,NC_000023.11,13044733,13095795,+,lncRNA,,LOC105373133,uncharacterized LOC105373133,105373133
chrX,NC_000023.11,13155693,13164975,-,lncRNA,,LOC105373134,uncharacterized LOC105373134,105373134
chrX,NC_000023.11,13266048,13303452,-,lncRNA,,LINC02154,long intergenic non-protein coding RNA 2154,109729169
chrX,NC_000023.11,13310652,13319933,+,lncRNA,,GS1-600G8.3,unknown transcript,100093698
chrX,NC_000023.11,13318647,13320053,-,protein_coding,,ATXN3L,ataxin 3 like,92552
chrX,NC_000023.11,13335241,13341825,+,lncRNA,,LINC01203,long intergenic non-protein coding RNA 1203,100133123
chrX,NC_000023.11,13378525,13379387,-,pseudogene,,GPX1P1,glutathione peroxidase pseudogene 1,441481
chrX,NC_000023.11,13387551,13420105,-,lncRNA,,LOC124905248,uncharacterized LOC124905248,124905248
chrX,NC_000023.11,13569601,13633575,+,protein_coding,,EGFL6,EGF like domain multiple 6,25975
chrX,NC_000023.11,13574641,13575071,+,pseudogene,,RPL30P15,ribosomal protein L30 pseudogene 15,100271192
chrX,NC_000023.11,13590292,13590346,+,miRNA,,MIR6086,microRNA 6086,102466519
chrX,NC_000023.11,13596236,13596471,+,pseudogene,,RN7SKP20,RN7SK pseudogene 20,106479104
chrX,NC_000023.11,13652497,13653439,-,lncRNA,,LOC107985657,uncharacterized LOC107985657,107985657
chrX,NC_000023.11,13653141,13665409,+,protein_coding,,TCEANC,transcription elongation factor A N-terminal and central domain containing,170082
chrX,NC_000023.11,13666075,13670530,+,lncRNA,,LOC107985656,uncharacterized LOC107985656,107985656
chrX,NC_000023.11,13689128,13710504,+,protein_coding,,RAB9A,"RAB9A, member RAS oncogene family",9367
chrX,NC_000023.11,13712245,13734620,-,protein_coding,,TRAPPC2,trafficking protein particle complex subunit 2,6399
chrX,NC_000023.11,13714505,13773738,+,protein_coding,,OFD1,OFD1 centriole and centriolar satellite protein,8481
chrX,NC_000023.11,13770939,13938638,-,protein_coding,,GPM6B,glycoprotein M6B,2824
chrX,NC_000023.11,13984185,14029892,-,protein_coding,,GEMIN8,gem nuclear organelle associated protein 8,54960
chrX,NC_000023.11,14244265,14245423,+,transcribed_pseudogene,,UBE2E4P,ubiquitin conjugating enzyme E2 E4 pseudogene,286480
chrX,NC_000023.11,14448779,14731812,+,protein_coding,,GLRA2,glycine receptor alpha 2,2742
chrX,NC_000023.11,14541495,14557072,-,lncRNA,,LOC107985686,uncharacterized LOC107985686,107985686
chrX,NC_000023.11,14689524,14873069,-,protein_coding,,FANCB,FA complementation group B,2187
chrX,NC_000023.11,14834158,14835337,-,pseudogene,,NPM1P9,nucleophosmin 1 pseudogene 9,392428
chrX,NC_000023.11,14873421,14922327,+,protein_coding,,MOSPD2,motile sperm domain containing 2,158747
chrX,NC_000023.11,14977566,14978580,-,pseudogene,,TPT1P14,TPT1 pseudogene 14,100128521
chrX,NC_000023.11,15117437,15117768,-,pseudogene,,RPL35AP37,ribosomal protein L35a pseudogene 37,100128807
chrX,NC_000023.11,15243987,15270467,-,protein_coding,,ASB9,ankyrin repeat and SOCS box containing 9,140462
chrX,NC_000023.11,15281697,15315640,-,protein_coding,,ASB11,ankyrin repeat and SOCS box containing 11,140456
chrX,NC_000023.11,15319451,15335554,-,protein_coding,,PIGA,phosphatidylinositol glycan anchor biosynthesis class A,5277
chrX,NC_000023.11,15345591,15491309,-,lncRNA,,PIR-FIGF,PIR-FIGF readthrough,100532742
chrX,NC_000023.11,15345596,15384413,-,protein_coding,,VEGFD,vascular endothelial growth factor D,2277
chrX,NC_000023.11,15384799,15493333,-,protein_coding,,PIR,pirin,8544
chrX,NC_000023.11,15500807,15556519,+,protein_coding,,BMX,BMX non-receptor tyrosine kinase,660
chrX,NC_000023.11,15518197,15607211,-,protein_coding,,ACE2,angiotensin converting enzyme 2,59272
chrX,NC_000023.11,15551808,15551921,+,pseudogene,,HNRNPDLP5,HNRNPDL pseudogene 5,112351742
chrX,NC_000023.11,15602881,15621484,+,lncRNA,,ACE2-DT,ACE2 divergent transcript,104798195
chrX,NC_000023.11,15627318,15675644,-,protein_coding,,CLTRN,"collectrin, amino acid transport regulator",57393
chrX,NC_000023.11,15653107,15653855,-,pseudogene,,PTMAP14,prothymosin alpha pseudogene 14,105373140
chrX,NC_000023.11,15674916,15703721,+,transcribed_pseudogene,,CA5BP1,carbonic anhydrase 5B pseudogene 1,340591
chrX,NC_000023.11,15675458,15788411,+,lncRNA,,CA5BP1-CA5B,CA5BP1-CA5B readthrough,114004397
chrX,NC_000023.11,15716208,15716346,+,snoRNA,,LOC124905268,small nucleolar RNA SNORA7,124905268
chrX,NC_000023.11,15738270,15788411,+,protein_coding,,CA5B,carbonic anhydrase 5B,11238
chrX,NC_000023.11,15785716,15787589,-,lncRNA,,INE2,inactivation escape 2,8551
chrX,NC_000023.11,15790484,15823260,+,protein_coding,,ZRSR2,"zinc finger CCCH-type, RNA binding motif and serine/arginine rich 2",8233
chrX,NC_000023.11,15825806,15854813,-,protein_coding,,AP1S2,adaptor related protein complex 1 subunit sigma 2,8905
chrX,NC_000023.11,15916189,15916303,-,pseudogene,,RNU5F-7P,"RNA, U5F small nuclear 7, pseudogene",100873834
chrX,NC_000023.11,15917475,15917847,+,pseudogene,,SETP15,SET pseudogene 15,100856877
chrX,NC_000023.11,16123565,16153518,+,protein_coding,,GRPR,gastrin releasing peptide receptor,2925
chrX,NC_000023.11,16153100,16168679,-,lncRNA,,MAGEB17-AS1,MAGEB17 antisense RNA 1,128966703
chrX,NC_000023.11,16167481,16171464,+,protein_coding,,MAGEB17,MAGE family member B17,645864
chrX,NC_000023.11,16198402,16199310,-,pseudogene,,RPL6P30,ribosomal protein L6 pseudogene 30,139452
chrX,NC_000023.11,16437377,16463459,-,lncRNA,,LOC124905249,uncharacterized LOC124905249,124905249
chrX,NC_000023.11,16474145,16475346,-,pseudogene,,LOC100132857,heat shock protein 90 alpha family class B member 1 pseudogene,100132857
chrX,NC_000023.11,16539137,16539439,-,pseudogene,,RN7SL658P,"RNA, 7SL, cytoplasmic 658, pseudogene",106480524
chrX,NC_000023.11,16587999,16712910,-,protein_coding,,CTPS2,CTP synthase 2,56474
chrX,NC_000023.11,16627012,16627085,-,miRNA,,MIR548AM,microRNA 548am,100616428
chrX,NC_000023.11,16650158,16654670,+,protein_coding,,S100G,S100 calcium binding protein G,795
chrX,NC_000023.11,16719612,16765340,+,protein_coding,,SYAP1,synapse associated protein 1,94056
chrX,NC_000023.11,16767845,16767903,+,pseudogene,,RNU7-56P,"RNA, U7 small nuclear 56 pseudogene",100151651
chrX,NC_000023.11,16785660,16786266,-,lncRNA,,LOC124905250,uncharacterized LOC124905250,124905250
chrX,NC_000023.11,16786466,16844519,+,protein_coding,,TXLNG,taxilin gamma,55787
chrX,NC_000023.11,16803233,16803353,+,pseudogene,,RPL12P49,ribosomal protein L12 pseudogene 49,107075252
chrX,NC_000023.11,16834726,16839825,-,lncRNA,,LOC124905251,uncharacterized LOC124905251,124905251
chrX,NC_000023.11,16844341,16870362,-,protein_coding,,RBBP7,"RB binding protein 7, chromatin remodeling factor",5931
chrX,NC_000023.11,16875117,16875320,-,pseudogene,,RNU4-6P,"RNA, U4 small nuclear 6, pseudogene",26838
chrX,NC_000023.11,16897360,16898521,-,pseudogene,,SLC35C2P1,SLC35C2 pseudogene 1,100129483
chrX,NC_000023.11,16946658,17196655,+,protein_coding,,REPS2,RALBP1 associated Eps domain containing 2,9185
chrX,NC_000023.11,17044380,17044511,-,snoRNA,,LOC124905266,small nucleolar RNA SNORA16B/SNORA16A family,124905266
chrX,NC_000023.11,17098393,17100541,-,pseudogene,,CBX1P2,chromobox 1 pseudogene 2,100147811
chrX,NC_000023.11,17132841,17133398,-,pseudogene,,HMGN2P45,high mobility group nucleosomal binding domain 2 pseudogene 45,100874475
chrX,NC_000023.11,17143872,17160152,-,lncRNA,,LOC124905252,uncharacterized LOC124905252,124905252
chrX,NC_000023.11,17282351,17284552,+,pseudogene,,CBX1P4,chromobox 1 pseudogene 4,100130461
chrX,NC_000023.11,17357930,17358033,+,snoRNA,,LOC124905270,small nucleolar RNA U13,124905270
chrX,NC_000023.11,17375200,17735994,+,protein_coding,,NHS,NHS actin remodeling regulator,4810
chrX,NC_000023.11,17425881,17425954,+,miRNA,,MIR4768,microRNA 4768,100616249
chrX,NC_000023.11,17528435,17587160,+,lncRNA,,LOC101928389,uncharacterized LOC101928389,101928389
chrX,NC_000023.11,17552349,17559127,-,lncRNA,,NHS-AS1,NHS antisense RNA 1,100873920
chrX,NC_000023.11,17632258,17651754,-,lncRNA,,LOC105373142,uncharacterized LOC105373142,105373142
chrX,NC_000023.11,17705332,17705691,-,pseudogene,,CHP1P3,CHP1 pseudogene 3,117369447
chrX,NC_000023.11,17737128,17754985,+,protein_coding,,SCML1,Scm polycomb group protein like 1,6322
chrX,NC_000023.11,17767702,17769423,-,pseudogene,,FAM136GP,"family with sequence similarity 136 member G, pseudogene",107985630
chrX,NC_000023.11,17800049,17861298,-,protein_coding,,RAI2,retinoic acid induced 2,10742
chrX,NC_000023.11,17897705,17900269,-,pseudogene,,LOC100419783,zinc finger protein 831 pseudogene,100419783
chrX,NC_000023.11,17934022,17934822,+,pseudogene,,MDM4P1,MDM4 pseudogene 1,100533712
chrX,NC_000023.11,17970173,18104644,-,lncRNA,,LINC01456,long intergenic non-protein coding RNA 1456,105373144
chrX,NC_000023.11,18162931,18220886,-,protein_coding,,BEND2,BEN domain containing 2,139105
chrX,NC_000023.11,18239313,18355118,-,protein_coding,,SCML2,Scm polycomb group protein like 2,10389
chrX,NC_000023.11,18341200,18341542,+,pseudogene,,TMSB10P2,thymosin beta 10 pseudogene 2,100873786
chrX,NC_000023.11,18355181,18358886,+,lncRNA,,LOC124905253,uncharacterized LOC124905253,124905253
chrX,NC_000023.11,18425608,18653629,+,protein_coding,,CDKL5,cyclin dependent kinase like 5,6792
chrX,NC_000023.11,18534866,18535789,+,pseudogene,,GJA6P,"gap junction protein alpha 6, pseudogene",100126825
chrX,NC_000023.11,18556810,18556949,-,pseudogene,,LOC124905289,uncharacterized LOC124905289,124905289
chrX,NC_000023.11,18639688,18672108,-,protein_coding,,RS1,retinoschisin 1,6247
chrX,NC_000023.11,18674909,18674981,-,tRNA,,TRV-TAC1-2,tRNA-Val (anticodon TAC) 1-2,100189191
chrX,NC_000023.11,18675067,18827917,+,protein_coding,,PPEF1,protein phosphatase with EF-hand domain 1,5475
chrX,NC_000023.11,18688643,18692687,-,lncRNA,,PPEF1-AS1,PPEF1 antisense RNA 1,100874004
chrX,NC_000023.11,18832125,18835747,+,lncRNA,,LOC124905254,uncharacterized LOC124905254,124905254
chrX,NC_000023.11,18835512,18839480,-,pseudogene,,BLOC1S6P1,BLOC1S6 pseudogene 1,100130035
chrX,NC_000023.11,18865373,18866751,+,pseudogene,,HAUS1P2,HAUS augmin like complex subunit 1 pseudogene 2,441484
chrX,NC_000023.11,18890296,18894975,+,lncRNA,,PHKA2-AS1,PHKA2 antisense RNA 1,100132163
chrX,NC_000023.11,18892298,18984114,-,protein_coding,,PHKA2,phosphorylase kinase regulatory subunit alpha 2,5256
chrX,NC_000023.11,18915243,18915535,-,pseudogene,,RN7SL48P,"RNA, 7SL, cytoplasmic 48, pseudogene",106481825
chrX,NC_000023.11,18987587,19057133,+,lncRNA,,LOC101928415,uncharacterized LOC101928415,101928415
chrX,NC_000023.11,18989307,19122956,-,protein_coding,,ADGRG2,adhesion G protein-coupled receptor G2,10149
chrX,NC_000023.11,19343927,19361718,+,protein_coding,,PDHA1,pyruvate dehydrogenase E1 subunit alpha 1,5160
chrX,NC_000023.11,19360059,19515508,-,protein_coding,,MAP3K15,mitogen-activated protein kinase kinase kinase 15,389840
chrX,NC_000023.11,19496366,19497170,-,pseudogene,,EIF5P2,eukaryotic translation initiation factor 5 pseudogene 2,100421391
chrX,NC_000023.11,19533977,19887600,-,protein_coding,,SH3KBP1,SH3 domain containing kinase binding protein 1,30011
chrX,NC_000023.11,19631530,19644760,+,lncRNA,,LOC124905255,uncharacterized LOC124905255,124905255
chrX,NC_000023.11,19912860,19991061,-,protein_coding,,BCLAF3,BCLAF1 and THRAP3 family member 3,256643
chrX,NC_000023.11,19923785,19926994,-,lncRNA,,LOC124905256,uncharacterized LOC124905256,124905256
chrX,NC_000023.11,19986817,19989779,-,lncRNA,,LOC729609,uncharacterized LOC729609,729609
chrX,NC_000023.11,20006713,20116907,-,protein_coding,,MAP7D2,MAP7 domain containing 2,256714
chrX,NC_000023.11,20017088,20017187,-,miRNA,,MIR23C,microRNA 23c,100500809
chrX,NC_000023.11,20124525,20141838,-,protein_coding,,EIF1AX,eukaryotic translation initiation factor 1A X-linked,1964
chrX,NC_000023.11,20136066,20136413,-,ncRNA,,SCARNA9L,small Cajal body-specific RNA 9 like,100158262
chrX,NC_000023.11,20139968,20140444,+,lncRNA,,EIF1AX-AS1,EIF1AX antisense RNA 1,100874078
chrX,NC_000023.11,20149911,20267097,-,protein_coding,,RPS6KA3,ribosomal protein S6 kinase A3,6197
chrX,NC_000023.11,20452108,20452431,+,pseudogene,,RN7SKP183,RN7SK pseudogene 183,106480889
chrX,NC_000023.11,20606477,20727481,-,lncRNA,,LOC124905257,uncharacterized LOC124905257,124905257
chrX,NC_000023.11,20949550,20953840,-,lncRNA,,LOC124905258,uncharacterized LOC124905258,124905258
chrX,NC_000023.11,21214637,21214743,+,pseudogene,,RNU6-133P,"RNA, U6 small nuclear 133, pseudogene",106481877
chrX,NC_000023.11,21299819,21374422,-,protein_coding,,LOC105373146,uncharacterized LOC105373146,105373146
chrX,NC_000023.11,21374418,21654689,+,protein_coding,,CNKSR2,connector enhancer of kinase suppressor of Ras 2,22866
chrX,NC_000023.11,21421822,21422294,-,pseudogene,,RARRES2P3,retinoic acid receptor responder 2 pseudogene 3,106481659
chrX,NC_000023.11,21654690,21658330,-,protein_coding,,KLHL34,kelch like family member 34,257240
chrX,NC_000023.11,21705978,21758116,-,protein_coding,,SMPX,small muscle protein X-linked,23676
chrX,NC_000023.11,21839617,21885423,+,protein_coding,,MBTPS2,"membrane bound transcription factor peptidase, site 2",51360
chrX,NC_000023.11,21855987,21858740,+,protein_coding,,YY2,YY2 transcription factor,404281
chrX,NC_000023.11,21888827,21911952,+,lncRNA,,LOC124905259,uncharacterized LOC124905259,124905259
chrX,NC_000023.11,21939479,21940137,+,pseudogene,,CYTH1P1,CYTH1 pseudogene 1,100418871
chrX,NC_000023.11,21940709,21994837,+,protein_coding,,SMS,spermine synthase,6611
chrX,NC_000023.11,22032325,22251310,+,protein_coding,,PHEX,phosphate regulating endopeptidase X-linked,5251
chrX,NC_000023.11,22162732,22172983,-,lncRNA,,PHEX-AS1,PHEX antisense RNA 1,100873942
chrX,NC_000023.11,22193005,23293146,-,lncRNA,,PTCHD1-AS,PTCHD1 antisense RNA (head to head),100873065
chrX,NC_000023.11,22272913,22274461,+,protein_coding,,CBLL2,Cbl proto-oncogene like 2,158506
chrX,NC_000023.11,22435501,22437015,+,pseudogene,,METTL15P3,methyltransferase like 15 pseudogene 3,729650
chrX,NC_000023.11,22527835,22527941,+,pseudogene,,RNU6-266P,"RNA, U6 small nuclear 266, pseudogene",106479684
chrX,NC_000023.11,22999960,23003589,+,protein_coding,,DDX53,DEAD-box helicase 53,168400
chrX,NC_000023.11,23075586,23077412,+,pseudogene,,FAM3C2P,"family with sequence similarity 3 member C2, pseudogene",286460
chrX,NC_000023.11,23198318,23198710,+,pseudogene,,PDCL2P1,PDCL2 pseudogene 1,653707
chrX,NC_000023.11,23334396,23404374,+,protein_coding,,PTCHD1,patched domain containing 1,139411
chrX,NC_000023.11,23350995,23351654,+,pseudogene,,HIKESHIP1,HIKESHI pseudogene 1,100217367
chrX,NC_000023.11,23507211,23507313,-,snoRNA,,LOC124905276,small nucleolar RNA U13,124905276
chrX,NC_000023.11,23667493,23686397,+,protein_coding,,PRDX4,peroxiredoxin 4,10549
chrX,NC_000023.11,23701055,23743276,-,protein_coding,,ACOT9,acyl-CoA thioesterase 9,23597
chrX,NC_000023.11,23748942,23782986,-,lncRNA,,SAT1-DT,SAT1 divergent transcript,105373148
chrX,NC_000023.11,23783173,23786210,+,protein_coding,,SAT1,spermidine/spermine N1-acetyltransferase 1,6303
chrX,NC_000023.11,23783278,23783367,+,protein_coding,,LOC127933115,uncharacterized LOC127933115,127933115
chrX,NC_000023.11,23833353,23907938,-,protein_coding,,APOO,apolipoprotein O,79135
chrX,NC_000023.11,23836644,23837346,-,pseudogene,,RPL9P7,ribosomal protein L9 pseudogene 7,6126
chrX,NC_000023.11,23907932,23939509,+,protein_coding,,CXorf58,chromosome X open reading frame 58,254158
chrX,NC_000023.11,23983720,24027186,-,protein_coding,,KLHL15,kelch like family member 15,80311
chrX,NC_000023.11,24054956,24078810,+,protein_coding,,EIF2S3,eukaryotic translation initiation factor 2 subunit gamma,1968
chrX,NC_000023.11,24088246,24102971,+,lncRNA,,LOC124905261,uncharacterized LOC124905261,124905261
chrX,NC_000023.11,24092435,24095815,+,lncRNA,,LOC124905260,uncharacterized LOC124905260,124905260
chrX,NC_000023.11,24133186,24133317,+,snoRNA,,LOC124900492,small nucleolar RNA SNORA68,124900492
chrX,NC_000023.11,24146225,24149654,-,lncRNA,,ZFX-AS1,ZFX antisense RNA 1,100873922
chrX,NC_000023.11,24148982,24216255,+,protein_coding,,ZFX,zinc finger protein X-linked,7543
chrX,NC_000023.11,24308210,24314069,-,protein_coding,,SUPT20HL2,SUPT20H like 2,170067
chrX,NC_000023.11,24360639,24367839,+,protein_coding,,SUPT20HL1,SUPT20H like 1,100130302
chrX,NC_000023.11,24429504,24429949,-,pseudogene,,RPS26P58,ribosomal protein S26 pseudogene 58,729188
chrX,NC_000023.11,24465286,24550466,+,protein_coding,,PDK3,pyruvate dehydrogenase kinase 3,5165
chrX,NC_000023.11,24513407,24513682,+,pseudogene,,SNRPEP9,SNRPE pseudogene 9,100874416
chrX,NC_000023.11,24558087,24672887,-,protein_coding,,PCYT1B,"phosphate cytidylyltransferase 1B, choline",9468
chrX,NC_000023.11,24632257,24632601,+,pseudogene,,H2BP7,H2B histone pseudogene 7,115482717
